tf,target,mode,weight,confidence
CEBPA,EBF1,Activation,0.5,B
IRF2,CASP8,Activation,0.5,B
NFKB1,SQSTM1,Activation,0.5,B
SP1,SLC3A2,Activation,0.5,B
GATA2,RUNX1,Activation,0.5,B
NFKB1,TNIP3,Activation,0.5,B
ESR1,ERBB4,Activation,0.5,B
STAT1,BHLHE40,Activation,0.5,B
RUNX1,CDK6,Activation,0.5,B
ESR1,ATP8B4,Activation,0.5,B
CEBPA,GXYLT2,Activation,0.5,B
CEBPA,HIP1,Activation,0.5,B
CTCF,DAPK1,Activation,0.5,B
CTCF,DCDC1,Activation,0.5,B
CTCF,DCHS2,Activation,0.5,B
CTCF,DCTPP1,Activation,0.5,B
CTCF,DENND3,Activation,0.5,B
CTCF,DGKD,Activation,0.5,B
CTCF,DAB2IP,Activation,0.5,B
CTCF,DGKG,Activation,0.5,B
CTCF,DIS3L2,Activation,0.5,B
CTCF,DLG2,Activation,0.5,B
CTCF,DLGAP1,Activation,0.5,B
CTCF,DLGAP4,Activation,0.5,B
CTCF,DNAJB12,Activation,0.5,B
CTCF,DNMBP,Activation,0.5,B
CTCF,DIAPH1,Activation,0.5,B
CTCF,DOCK4,Activation,0.5,B
CTCF,CYFIP2,Activation,0.5,B
CTCF,CUEDC1,Activation,0.5,B
CTCF,COL16A1,Activation,0.5,B
CTCF,COL22A1,Activation,0.5,B
CTCF,COL5A1,Activation,0.5,B
CTCF,CORO2B,Activation,0.5,B
CTCF,CPNE4,Activation,0.5,B
CTCF,CREB3L1,Activation,0.5,B
CTCF,CUX1,Activation,0.5,B
CTCF,CREB5,Activation,0.5,B
CTCF,CSK,Activation,0.5,B
CTCF,CSMD1,Activation,0.5,B
CTCF,CSMD2,Activation,0.5,B
CTCF,CTIF,Activation,0.5,B
CTCF,CTNNA1,Activation,0.5,B
CTCF,CTNND2,Activation,0.5,B
CTCF,CSGALNACT1,Activation,0.5,B
CTCF,DPP6,Activation,0.5,B
CTCF,DPYSL2,Activation,0.5,B
CTCF,DST,Activation,0.5,B
CTCF,EXT2,Activation,0.5,B
CTCF,EXTL3,Activation,0.5,B
CTCF,FAM171A1,Activation,0.5,B
CTCF,ARB2A,Activation,0.5,B
CTCF,FAM220A,Activation,0.5,B
CTCF,FANCC,Activation,0.5,B
CTCF,EXOC6,Activation,0.5,B
CTCF,FARP1,Activation,0.5,B
CTCF,FBXW11,Activation,0.5,B
CTCF,FGD5,Activation,0.5,B
CTCF,FHAD1,Activation,0.5,B
CTCF,FHOD3,Activation,0.5,B
CTCF,FMN1,Activation,0.5,B
CTCF,FNDC3B,Activation,0.5,B
CTCF,FBRSL1,Activation,0.5,B
CTCF,EXOC4,Activation,0.5,B
CTCF,ESRRB,Activation,0.5,B
CTCF,ERGIC1,Activation,0.5,B
CTCF,DTNA,Activation,0.5,B
CTCF,DUSP7,Activation,0.5,B
CTCF,DYNC1I1,Activation,0.5,B
CTCF,DYSF,Activation,0.5,B
CTCF,EBF4,Activation,0.5,B
CTCF,ECE1,Activation,0.5,B
CTCF,EFHC1,Activation,0.5,B
CTCF,EGLN3,Activation,0.5,B
CTCF,EHMT1,Activation,0.5,B
CTCF,ELL,Activation,0.5,B
CTCF,ELMO1,Activation,0.5,B
CTCF,EML1,Activation,0.5,B
CTCF,EPB41L1,Activation,0.5,B
CTCF,ERC2,Activation,0.5,B
CTCF,ERCC1,Activation,0.5,B
CTCF,COL13A1,Activation,0.5,B
CTCF,FOXK1,Activation,0.5,B
CTCF,COIL,Activation,0.5,B
CTCF,CNTNAP2,Activation,0.5,B
CTCF,ARHGAP22,Activation,0.5,B
CTCF,ARHGAP26,Activation,0.5,B
CTCF,ARHGEF1,Activation,0.5,B
CTCF,ARHGEF10L,Activation,0.5,B
CTCF,ARHGEF17,Activation,0.5,B
CTCF,ARHGEF3,Activation,0.5,B
CTCF,ARHGAP15,Activation,0.5,B
CTCF,ARID1B,Activation,0.5,B
CTCF,ARL8B,Activation,0.5,B
CTCF,BMAL1,Activation,0.5,B
CTCF,ASAP1,Activation,0.5,B
CTCF,ATP2B2,Activation,0.5,B
CTCF,ATP8B3,Activation,0.5,B
CTCF,ATP8B4,Activation,0.5,B
CTCF,ARID5B,Activation,0.5,B
CTCF,ATRNL1,Activation,0.5,B
CTCF,ARHGAP10,Activation,0.5,B
CTCF,APBA2,Activation,0.5,B
CTCF,AGAP1,Activation,0.5,B
CTCF,AGAP3,Activation,0.5,B
CTCF,AHDC1,Activation,0.5,B
CTCF,AHRR,Activation,0.5,B
CTCF,AKAP1,Activation,0.5,B
CTCF,ALAD,Activation,0.5,B
CTCF,APBB2,Activation,0.5,B
CTCF,ALDH1A2,Activation,0.5,B
CTCF,AMPD3,Activation,0.5,B
CTCF,ANK3,Activation,0.5,B
CTCF,ANKRD11,Activation,0.5,B
CTCF,ANKS1B,Activation,0.5,B
CTCF,ANO10,Activation,0.5,B
CTCF,ANO2,Activation,0.5,B
CTCF,ALK,Activation,0.5,B
CTCF,AUTS2,Activation,0.5,B
CTCF,BANP,Activation,0.5,B
CTCF,BBX,Activation,0.5,B
CTCF,CD276,Activation,0.5,B
CTCF,CDC37,Activation,0.5,B
CTCF,CDH23,Activation,0.5,B
CTCF,CDH4,Activation,0.5,B
CTCF,CDK5RAP2,Activation,0.5,B
CTCF,CDYL,Activation,0.5,B
CTCF,CCDC88C,Activation,0.5,B
CTCF,CELF4,Activation,0.5,B
CTCF,CHCHD6,Activation,0.5,B
CTCF,CHD2,Activation,0.5,B
CTCF,CHD5,Activation,0.5,B
CTCF,CLEC16A,Activation,0.5,B
CTCF,CLIP2,Activation,0.5,B
CTCF,CLYBL,Activation,0.5,B
CTCF,CFAP46,Activation,0.5,B
CTCF,CASZ1,Activation,0.5,B
CTCF,CARS2,Activation,0.5,B
CTCF,CAPN5,Activation,0.5,B
CTCF,BCAR3,Activation,0.5,B
CTCF,BCL11A,Activation,0.5,B
CTCF,BCR,Activation,0.5,B
CTCF,BDNF,Activation,0.5,B
CTCF,BMPER,Activation,0.5,B
CTCF,BRD4,Activation,0.5,B
CTCF,BRF1,Activation,0.5,B
CTCF,CABIN1,Activation,0.5,B
CTCF,CACNA1A,Activation,0.5,B
CTCF,CACNA1C,Activation,0.5,B
CTCF,CACNA1D,Activation,0.5,B
CTCF,CACNB4,Activation,0.5,B
CTCF,CADPS,Activation,0.5,B
CTCF,CAMK2B,Activation,0.5,B
CTCF,CAPN2,Activation,0.5,B
CTCF,COBL,Activation,0.5,B
CTCF,FOXP1,Activation,0.5,B
CTCF,FRMD4A,Activation,0.5,B
CTCF,FRMD4B,Activation,0.5,B
CTCF,MIPEP,Activation,0.5,B
CTCF,MROH1,Activation,0.5,B
CTCF,MRPS22,Activation,0.5,B
CTCF,MSI2,Activation,0.5,B
CTCF,MTERF1,Activation,0.5,B
CTCF,MTF1,Activation,0.5,B
CTCF,MIDEAS,Activation,0.5,B
CTCF,MTUS2,Activation,0.5,B
CTCF,MYH9,Activation,0.5,B
CTCF,MYLK,Activation,0.5,B
CTCF,MYO15B,Activation,0.5,B
CTCF,MYO18A,Activation,0.5,B
CTCF,MYO1D,Activation,0.5,B
CTCF,MYO1H,Activation,0.5,B
CTCF,MVB12B,Activation,0.5,B
CTCF,MYT1L,Activation,0.5,B
CTCF,MICAL3,Activation,0.5,B
CTCF,MGLL,Activation,0.5,B
CTCF,MAD1L1,Activation,0.5,B
CTCF,MAGI1,Activation,0.5,B
CTCF,MAGI2,Activation,0.5,B
CTCF,MAN1C1,Activation,0.5,B
CTCF,MAP4K4,Activation,0.5,B
CTCF,MAST4,Activation,0.5,B
CTCF,MICAL2,Activation,0.5,B
CTCF,MCF2L,Activation,0.5,B
CTCF,MDGA1,Activation,0.5,B
CTCF,MEAF6,Activation,0.5,B
CTCF,MECOM,Activation,0.5,B
CTCF,MED13L,Activation,0.5,B
CTCF,MED15,Activation,0.5,B
CTCF,MEGF11,Activation,0.5,B
CTCF,MCTP1,Activation,0.5,B
CTCF,NAV2,Activation,0.5,B
CTCF,NAV3,Activation,0.5,B
CTCF,NCOA7,Activation,0.5,B
CTCF,NTM,Activation,0.5,B
CTCF,NTMT1,Activation,0.5,B
CTCF,NTNG2,Activation,0.5,B
CTCF,NTRK3,Activation,0.5,B
CTCF,NUP210,Activation,0.5,B
CTCF,OSBP2,Activation,0.5,B
CTCF,NRXN3,Activation,0.5,B
CTCF,OSBPL3,Activation,0.5,B
CTCF,PACSIN2,Activation,0.5,B
CTCF,PAH,Activation,0.5,B
CTCF,PALLD,Activation,0.5,B
CTCF,PARP1,Activation,0.5,B
CTCF,PAX5,Activation,0.5,B
CTCF,PDE1C,Activation,0.5,B
CTCF,OTOF,Activation,0.5,B
CTCF,NRXN2,Activation,0.5,B
CTCF,NRXN1,Activation,0.5,B
CTCF,NRP2,Activation,0.5,B
CTCF,NCOR2,Activation,0.5,B
CTCF,NDST1,Activation,0.5,B
CTCF,NECTIN1,Activation,0.5,B
CTCF,NEDD4L,Activation,0.5,B
CTCF,NEO1,Activation,0.5,B
CTCF,NFASC,Activation,0.5,B
CTCF,NFATC2,Activation,0.5,B
CTCF,NFIA,Activation,0.5,B
CTCF,NFIX,Activation,0.5,B
CTCF,NHSL1,Activation,0.5,B
CTCF,NIBAN2,Activation,0.5,B
CTCF,NKAIN1,Activation,0.5,B
CTCF,NLGN1,Activation,0.5,B
CTCF,NRCAM,Activation,0.5,B
CTCF,NRG1,Activation,0.5,B
CTCF,LTBP4,Activation,0.5,B
CTCF,LTBP2,Activation,0.5,B
CTCF,LRRK1,Activation,0.5,B
CTCF,LRRFIP1,Activation,0.5,B
CTCF,GSE1,Activation,0.5,B
CTCF,GSN,Activation,0.5,B
CTCF,HDAC4,Activation,0.5,B
CTCF,HDAC7,Activation,0.5,B
CTCF,HDAC9,Activation,0.5,B
CTCF,HECW2,Activation,0.5,B
CTCF,GRM4,Activation,0.5,B
CTCF,HIVEP3,Activation,0.5,B
CTCF,HM13,Activation,0.5,B
CTCF,HMCN2,Activation,0.5,B
CTCF,HOOK2,Activation,0.5,B
CTCF,IGF1R,Activation,0.5,B
CTCF,IGSF21,Activation,0.5,B
CTCF,IL16,Activation,0.5,B
CTCF,HLCS,Activation,0.5,B
CTCF,GRK5,Activation,0.5,B
CTCF,GRIP1,Activation,0.5,B
CTCF,GRIK4,Activation,0.5,B
CTCF,FTO,Activation,0.5,B
CTCF,FYN,Activation,0.5,B
CTCF,GABBR2,Activation,0.5,B
CTCF,GADD45G,Activation,0.5,B
CTCF,GALNT10,Activation,0.5,B
CTCF,GALNT14,Activation,0.5,B
CTCF,GALNT16,Activation,0.5,B
CTCF,GLI3,Activation,0.5,B
CTCF,GLIS3,Activation,0.5,B
CTCF,GMDS,Activation,0.5,B
CTCF,GMPR,Activation,0.5,B
EGR1,PIK3R1,Activation,0.5,B
CTCF,GRAMD1B,Activation,0.5,B
CTCF,GRID1,Activation,0.5,B
CTCF,GRIK3,Activation,0.5,B
CTCF,INPP4A,Activation,0.5,B
CTCF,AFAP1,Activation,0.5,B
CTCF,INPP5A,Activation,0.5,B
CTCF,IQCJ,Activation,0.5,B
CTCF,MACF1,Activation,0.5,B
CTCF,KIAA1217,Activation,0.5,B
CTCF,KIRREL1,Activation,0.5,B
CTCF,KLHL29,Activation,0.5,B
CTCF,LARGE1,Activation,0.5,B
CTCF,LDB2,Activation,0.5,B
CTCF,KDM4B,Activation,0.5,B
CTCF,LGR6,Activation,0.5,B
CTCF,LHPP,Activation,0.5,B
CTCF,LINGO1,Activation,0.5,B
CTCF,LMBR1,Activation,0.5,B
CTCF,LMNA,Activation,0.5,B
CTCF,LMO1,Activation,0.5,B
CTCF,LRP5,Activation,0.5,B
CTCF,LHFPL2,Activation,0.5,B
CTCF,KDM2B,Activation,0.5,B
CTCF,KCNQ3,Activation,0.5,B
CTCF,KCNN3,Activation,0.5,B
CTCF,IQGAP2,Activation,0.5,B
CTCF,IQSEC1,Activation,0.5,B
CTCF,IQSEC2,Activation,0.5,B
CTCF,ITPR1,Activation,0.5,B
CTCF,ITPR2,Activation,0.5,B
CTCF,JADE2,Activation,0.5,B
CTCF,JARID2,Activation,0.5,B
CTCF,JAZF1,Activation,0.5,B
CTCF,JPH3,Activation,0.5,B
CTCF,KALRN,Activation,0.5,B
CTCF,KANSL1,Activation,0.5,B
CTCF,KAZN,Activation,0.5,B
CTCF,KCNAB2,Activation,0.5,B
CTCF,KCNC1,Activation,0.5,B
CTCF,KCNMA1,Activation,0.5,B
CTCF,IQCA1,Activation,0.5,B
CTCF,ADGRV1,Activation,0.5,B
CTCF,ADGRB1,Activation,0.5,B
CTCF,ADCY5,Activation,0.5,B
CEBPA,NRP1,Activation,0.5,B
CEBPA,NSMCE2,Activation,0.5,B
CEBPA,NUMB,Activation,0.5,B
CEBPA,PACSIN2,Activation,0.5,B
CEBPA,PAG1,Activation,0.5,B
CEBPA,PARD3,Activation,0.5,B
CEBPA,NR2F2,Activation,0.5,B
CEBPA,PCBP1,Activation,0.5,B
CEBPA,PCSK6,Activation,0.5,B
CEBPA,PDE4B,Activation,0.5,B
CEBPA,PDE4D,Activation,0.5,B
CEBPA,PDLIM5,Activation,0.5,B
CEBPA,PDS5A,Activation,0.5,B
CEBPA,PGM1,Activation,0.5,B
CEBPA,PCCA,Activation,0.5,B
CEBPA,PHACTR1,Activation,0.5,B
CEBPA,NPC1,Activation,0.5,B
CEBPA,NNMT,Activation,0.5,B
CEBPA,NCEH1,Activation,0.5,B
CEBPA,NCOA2,Activation,0.5,B
CEBPA,NDEL1,Activation,0.5,B
CEBPA,NDST1,Activation,0.5,B
CEBPA,NDUFAF6,Activation,0.5,B
CEBPA,NEDD4L,Activation,0.5,B
CEBPA,NPAS2,Activation,0.5,B
CEBPA,NEDD9,Activation,0.5,B
CEBPA,NEK6,Activation,0.5,B
CEBPA,NFIA,Activation,0.5,B
CEBPA,NFIB,Activation,0.5,B
CEBPA,NFIL3,Activation,0.5,B
CEBPA,NHSL1,Activation,0.5,B
CEBPA,NIBAN1,Activation,0.5,B
CEBPA,NEK10,Activation,0.5,B
CEBPA,PHACTR2,Activation,0.5,B
CEBPA,PHC2,Activation,0.5,B
CEBPA,PHLDB2,Activation,0.5,B
CEBPA,PRRC2B,Activation,0.5,B
CEBPA,PSD3,Activation,0.5,B
CEBPA,PSMA1,Activation,0.5,B
CEBPA,PTK2B,Activation,0.5,B
CEBPA,PTP4A1,Activation,0.5,B
CEBPA,PTP4A2,Activation,0.5,B
CEBPA,PROX1,Activation,0.5,B
CEBPA,PTPN12,Activation,0.5,B
CEBPA,PYGL,Activation,0.5,B
CEBPA,RAB3D,Activation,0.5,B
CEBPA,RABGAP1L,Activation,0.5,B
CEBPA,RAD51B,Activation,0.5,B
CEBPA,RALGAPA2,Activation,0.5,B
CEBPA,RAPGEF1,Activation,0.5,B
CEBPA,PTPRG,Activation,0.5,B
CEBPA,PRLR,Activation,0.5,B
CEBPA,PRKCH,Activation,0.5,B
CEBPA,PRKCE,Activation,0.5,B
CEBPA,PHLPP1,Activation,0.5,B
CEBPA,PIGU,Activation,0.5,B
CEBPA,PIK3AP1,Activation,0.5,B
CEBPA,PIK3R1,Activation,0.5,B
CEBPA,PIM1,Activation,0.5,B
CEBPA,PIP4K2A,Activation,0.5,B
CEBPA,PLCB1,Activation,0.5,B
CEBPA,PLCL2,Activation,0.5,B
CEBPA,PLEKHM3,Activation,0.5,B
CEBPA,PLIN2,Activation,0.5,B
CEBPA,PLPP3,Activation,0.5,B
CEBPA,POR,Activation,0.5,B
CEBPA,PPARGC1A,Activation,0.5,B
CEBPA,PREX1,Activation,0.5,B
CEBPA,PRKAG2,Activation,0.5,B
CEBPA,NAV3,Activation,0.5,B
CEBPA,NAV2,Activation,0.5,B
CEBPA,NABP1,Activation,0.5,B
CEBPA,NAALADL2,Activation,0.5,B
CEBPA,JAZF1,Activation,0.5,B
CEBPA,JMJD1C,Activation,0.5,B
CEBPA,KALRN,Activation,0.5,B
CEBPA,KCNJ15,Activation,0.5,B
CEBPA,KDM4B,Activation,0.5,B
CEBPA,KIAA0319L,Activation,0.5,B
CEBPA,ITPR2,Activation,0.5,B
CEBPA,KIAA1217,Activation,0.5,B
CEBPA,LAMB1,Activation,0.5,B
CEBPA,LARGE1,Activation,0.5,B
CEBPA,LARS2,Activation,0.5,B
CEBPA,LGR4,Activation,0.5,B
CEBPA,LIMD1,Activation,0.5,B
CEBPA,LINC00299,Activation,0.5,B
CEBPA,LAMA3,Activation,0.5,B
CEBPA,ITPR1,Activation,0.5,B
CEBPA,ITM2B,Activation,0.5,B
CEBPA,IRX6,Activation,0.5,B
CEBPA,HIPK2,Activation,0.5,B
CEBPA,HIVEP2,Activation,0.5,B
CEBPA,HIVEP3,Activation,0.5,B
CEBPA,HNMT,Activation,0.5,B
CEBPA,HPCAL1,Activation,0.5,B
CEBPA,HSD17B2,Activation,0.5,B
CEBPA,HTT,Activation,0.5,B
CEBPA,IFNGR1,Activation,0.5,B
CEBPA,IGF1R,Activation,0.5,B
CEBPA,IGF2R,Activation,0.5,B
CEBPA,IL1R1,Activation,0.5,B
CEBPA,IL1RAP,Activation,0.5,B
CEBPA,IMPA2,Activation,0.5,B
CEBPA,IPCEF1,Activation,0.5,B
CEBPA,IQSEC1,Activation,0.5,B
CEBPA,LITAF,Activation,0.5,B
CEBPA,RAPGEF2,Activation,0.5,B
CEBPA,LMBR1,Activation,0.5,B
CEBPA,LPP,Activation,0.5,B
CEBPA,MED13L,Activation,0.5,B
CEBPA,MEIS1,Activation,0.5,B
CEBPA,MGLL,Activation,0.5,B
CEBPA,MIDEAS,Activation,0.5,B
CEBPA,MTMR12,Activation,0.5,B
CEBPA,MTMR7,Activation,0.5,B
CEBPA,MCF2L2,Activation,0.5,B
CEBPA,MTSS1,Activation,0.5,B
CEBPA,MVB12B,Activation,0.5,B
CEBPA,MYBPC1,Activation,0.5,B
CEBPA,MYLK,Activation,0.5,B
CEBPA,MYO1B,Activation,0.5,B
CEBPA,MYO1F,Activation,0.5,B
CEBPA,MYOM1,Activation,0.5,B
CEBPA,MTUS1,Activation,0.5,B
CEBPA,MCC,Activation,0.5,B
CEBPA,MBP,Activation,0.5,B
CEBPA,MBNL3,Activation,0.5,B
CEBPA,LRCH1,Activation,0.5,B
CEBPA,LRIG1,Activation,0.5,B
CEBPA,LYRM1,Activation,0.5,B
CEBPA,LYRM4,Activation,0.5,B
CEBPA,MACF1,Activation,0.5,B
CEBPA,MACROD2,Activation,0.5,B
CEBPA,MAGI1,Activation,0.5,B
CEBPA,MAML3,Activation,0.5,B
CEBPA,MAP3K5,Activation,0.5,B
CEBPA,MAP4K4,Activation,0.5,B
CEBPA,MAPK3,Activation,0.5,B
CEBPA,MAST4,Activation,0.5,B
ETS1,SERPINE1,Activation,0.5,B
CEBPA,MBNL1,Activation,0.5,B
CEBPA,MBNL2,Activation,0.5,B
CEBPA,LNX1,Activation,0.5,B
CEBPA,HCAR1,Activation,0.5,B
CEBPA,RAPGEF4,Activation,0.5,B
CEBPA,RBMS1,Activation,0.5,B
CEBPA,TNIK,Activation,0.5,B
CEBPA,TNKS,Activation,0.5,B
CEBPA,TNS1,Activation,0.5,B
CEBPA,TNS3,Activation,0.5,B
CEBPA,TRAK1,Activation,0.5,B
CEBPA,TRIB1,Activation,0.5,B
CEBPA,TNFSF8,Activation,0.5,B
CEBPA,TRIM2,Activation,0.5,B
CEBPA,TSPAN14,Activation,0.5,B
CEBPA,TTC28,Activation,0.5,B
CEBPA,UBASH3B,Activation,0.5,B
CEBPA,USP10,Activation,0.5,B
CEBPA,USP47,Activation,0.5,B
CEBPA,USP6NL,Activation,0.5,B
CEBPA,TRIO,Activation,0.5,B
CEBPA,UTRN,Activation,0.5,B
CEBPA,TMEM131L,Activation,0.5,B
CEBPA,TLK1,Activation,0.5,B
CEBPA,TCF7L2,Activation,0.5,B
CEBPA,TECTB,Activation,0.5,B
CEBPA,TENM4,Activation,0.5,B
CEBPA,TEX2,Activation,0.5,B
CEBPA,TG,Activation,0.5,B
CEBPA,TGFBI,Activation,0.5,B
CEBPA,TLN2,Activation,0.5,B
CEBPA,TGFBR3,Activation,0.5,B
CEBPA,TGM3,Activation,0.5,B
CEBPA,THADA,Activation,0.5,B
CEBPA,TIAM2,Activation,0.5,B
CEBPA,TJP2,Activation,0.5,B
CEBPA,TLE1,Activation,0.5,B
CEBPA,TLE3,Activation,0.5,B
CEBPA,TGM2,Activation,0.5,B
CEBPA,VCL,Activation,0.5,B
CEBPA,VMP1,Activation,0.5,B
CEBPA,VPS13D,Activation,0.5,B
CREB3,HM13,Activation,0.5,B
CREB3,PRPF31,Activation,0.5,B
CREB3L1,VEGFA,Activation,0.5,B
CREM,GPCPD1,Activation,0.5,B
CREM,PDE4A,Activation,0.5,B
CTCF,ABCA13,Activation,0.5,B
CREB1,SLC9A1,Activation,0.5,B
CTCF,ABCA4,Activation,0.5,B
CTCF,ACAP3,Activation,0.5,B
CTCF,ACOT7,Activation,0.5,B
CTCF,ACOXL,Activation,0.5,B
CTCF,ACTL8,Activation,0.5,B
CTCF,ADAMTS1,Activation,0.5,B
CTCF,ADARB1,Activation,0.5,B
CTCF,ABR,Activation,0.5,B
CREB1,RUNX1,Activation,0.5,B
CREB1,LYN,Activation,0.5,B
CREB1,KCNN3,Activation,0.5,B
CEBPA,WWC1,Activation,0.5,B
CEBPA,YAP1,Activation,0.5,B
CEBPA,ZBTB20,Activation,0.5,B
CEBPA,ZBTB38,Activation,0.5,B
CEBPA,ZFAT,Activation,0.5,B
CEBPA,ZFP36L2,Activation,0.5,B
CEBPA,ZMIZ1,Activation,0.5,B
CEBPA,ZMYND8,Activation,0.5,B
CEBPA,ZNF385B,Activation,0.5,B
CEBPA,ZNRF3,Activation,0.5,B
CEBPB,DLC1,Activation,0.5,B
CEBPB,SMAD3,Activation,0.5,B
CEBPD,GRAMD1A,Activation,0.5,B
CEBPD,NFIL3,Activation,0.5,B
CREB1,CD74,Activation,0.5,B
CEBPA,TBXAS1,Activation,0.5,B
CEBPA,TBC1D8,Activation,0.5,B
CEBPA,TBC1D5,Activation,0.5,B
CEBPA,TBC1D4,Activation,0.5,B
CEBPA,SEPTIN9,Activation,0.5,B
CEBPA,SERGEF,Activation,0.5,B
CEBPA,SERINC5,Activation,0.5,B
CEBPA,SETD7,Activation,0.5,B
CEBPA,SGK1,Activation,0.5,B
CEBPA,SH3BP4,Activation,0.5,B
CEBPA,SEMA4D,Activation,0.5,B
CEBPA,SH3BP5,Activation,0.5,B
CEBPA,SHANK2,Activation,0.5,B
CEBPA,SIK3,Activation,0.5,B
CEBPA,SIL1,Activation,0.5,B
CEBPA,SIPA1L1,Activation,0.5,B
CEBPA,SLC13A5,Activation,0.5,B
CEBPA,SLC22A23,Activation,0.5,B
CEBPA,SH3KBP1,Activation,0.5,B
CEBPA,SELENOP,Activation,0.5,B
CEBPA,SDC2,Activation,0.5,B
CEBPA,SCN8A,Activation,0.5,B
CEBPA,RBMS3,Activation,0.5,B
CEBPA,RBPMS,Activation,0.5,B
CEBPA,RCAN1,Activation,0.5,B
CEBPA,RERE,Activation,0.5,B
CEBPA,RHO,Activation,0.5,B
CEBPA,RHOBTB3,Activation,0.5,B
CEBPA,RIN2,Activation,0.5,B
CEBPA,RIN3,Activation,0.5,B
CEBPA,ROCK2,Activation,0.5,B
CEBPA,RREB1,Activation,0.5,B
CEBPA,RTN4,Activation,0.5,B
CEBPA,RUFY3,Activation,0.5,B
CEBPA,SAMD4A,Activation,0.5,B
CEBPA,SASH1,Activation,0.5,B
CEBPA,SCARB1,Activation,0.5,B
CEBPA,SLC24A4,Activation,0.5,B
CEBPA,RBM47,Activation,0.5,B
CEBPA,SLC2A9,Activation,0.5,B
CEBPA,SLC39A11,Activation,0.5,B
CEBPA,STIM1,Activation,0.5,B
CEBPA,STK39,Activation,0.5,B
CEBPA,STXBP5,Activation,0.5,B
CEBPA,STXBP6,Activation,0.5,B
CEBPA,SUSD1,Activation,0.5,B
CEBPA,SVIL,Activation,0.5,B
CEBPA,STARD13,Activation,0.5,B
CEBPA,SYK,Activation,0.5,B
CEBPA,SYNE2,Activation,0.5,B
CEBPA,TACC1,Activation,0.5,B
CEBPA,TACC2,Activation,0.5,B
CEBPA,TBC1D1,Activation,0.5,B
CEBPA,TBC1D14,Activation,0.5,B
CEBPA,TBC1D2B,Activation,0.5,B
CEBPA,SYNE1,Activation,0.5,B
CEBPA,ST6GAL1,Activation,0.5,B
CEBPA,ST3GAL6,Activation,0.5,B
CEBPA,ST3GAL5,Activation,0.5,B
CEBPA,SLC44A1,Activation,0.5,B
CEBPA,SLC8A1,Activation,0.5,B
CEBPA,SLX4IP,Activation,0.5,B
CEBPA,SMAD3,Activation,0.5,B
CEBPA,SMAP2,Activation,0.5,B
CEBPA,SMYD3,Activation,0.5,B
CEBPA,SNTB1,Activation,0.5,B
CEBPA,SORBS1,Activation,0.5,B
CEBPA,SORBS2,Activation,0.5,B
CEBPA,SORL1,Activation,0.5,B
CEBPA,SPAG9,Activation,0.5,B
CEBPA,SPATS2L,Activation,0.5,B
SP1,GRIN1,Activation,0.5,B
CEBPA,SPTBN1,Activation,0.5,B
CEBPA,ST3GAL1,Activation,0.5,B
CEBPA,SLC38A4,Activation,0.5,B
GATA3,NIBAN1,Activation,0.5,B
ESR1,ATXN7,Activation,0.5,B
ESR1,AUTS2,Activation,0.5,B
FOXP1,CLASP2,Activation,0.5,B
FOXP1,CREB5,Activation,0.5,B
FOXP1,CRYBG1,Activation,0.5,B
FOXP1,CUL3,Activation,0.5,B
FOXP1,DIP2B,Activation,0.5,B
FOXP1,DLGAP1,Activation,0.5,B
FOXP1,CHN2,Activation,0.5,B
FOXP1,DOCK4,Activation,0.5,B
FOXP1,EFNA5,Activation,0.5,B
FOXP1,EGLN3,Activation,0.5,B
FOXP1,EIF3H,Activation,0.5,B
FOXP1,EIF4G3,Activation,0.5,B
FOXP1,ELF2,Activation,0.5,B
FOXP1,EPB41L2,Activation,0.5,B
FOXP1,DST,Activation,0.5,B
FOXP1,EPRS1,Activation,0.5,B
FOXP1,CHN1,Activation,0.5,B
FOXP1,CHD2,Activation,0.5,B
FOXP1,ARID5B,Activation,0.5,B
FOXP1,AUTS2,Activation,0.5,B
FOXP1,AZIN1,Activation,0.5,B
FOXP1,BBC3,Activation,0.5,B
FOXP1,BCAS3,Activation,0.5,B
FOXP1,BIRC6,Activation,0.5,B
FOXP1,CHD9,Activation,0.5,B
FOXP1,BNC2,Activation,0.5,B
FOXP1,CACNA2D3,Activation,0.5,B
FOXP1,CADM1,Activation,0.5,B
FOXP1,CAMK2D,Activation,0.5,B
FOXP1,CASZ1,Activation,0.5,B
FOXP1,CDK6,Activation,0.5,B
FOXP1,CEP112,Activation,0.5,B
FOXP1,CAB39,Activation,0.5,B
FOXP1,ERC2,Activation,0.5,B
FOXP1,FAM13A,Activation,0.5,B
FOXP1,FAT1,Activation,0.5,B
FOXP1,LARGE1,Activation,0.5,B
FOXP1,LIMCH1,Activation,0.5,B
FOXP1,LIMS1,Activation,0.5,B
FOXP1,LNX1,Activation,0.5,B
FOXP1,LRIG1,Activation,0.5,B
FOXP1,LSAMP,Activation,0.5,B
FOXP1,LAMC1,Activation,0.5,B
FOXP1,LTBP1,Activation,0.5,B
FOXP1,MAGI1,Activation,0.5,B
FOXP1,MAML3,Activation,0.5,B
FOXP1,MAP2,Activation,0.5,B
FOXP1,MCTP1,Activation,0.5,B
FOXP1,MCTP2,Activation,0.5,B
FOXP1,MECOM,Activation,0.5,B
FOXP1,MAD1L1,Activation,0.5,B
FOXP1,KIAA1217,Activation,0.5,B
FOXP1,KDM4C,Activation,0.5,B
