tf,target,mode,weight,confidence,tf_detection_rate,tf_mean_counts,target_detection_rate,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
ATF2,PCK2,Activation,1.0,A,0.094890510948905,0.2427007299270076,0.0620437956204379,0.2801094890510948,-0.04244814839074675,-0.041170586464566165,15
ATF2,TNF,Activation,1.0,A,0.094890510948905,0.2427007299270076,0.1277372262773721,0.9124087591240886,0.3288259458545621,0.519567817684175,16
ATF3,ASNS,Activation,1.0,A,0.1386861313868613,0.8193430656934314,0.0602189781021897,0.1760948905109488,-0.10352354051768058,-0.05674665324647589,17
ATF3,DDIT3,Activation,1.0,A,0.1386861313868613,0.8193430656934314,0.1231751824817517,0.4425182481751826,0.052915183175869344,0.4806276507294016,19
ATF3,LDLR,Repression,-1.0,A,0.1386861313868613,0.8193430656934314,0.1240875912408757,0.6295620437956209,0.1627437391936014,0.48841568412035563,20
ATF4,ASNS,Activation,1.0,A,0.4680656934306549,2.2755474452554725,0.0602189781021897,0.1760948905109488,-0.10352354051768058,-0.05674665324647589,21
ATF4,ATF3,Activation,1.0,A,0.4680656934306549,2.2755474452554725,0.1386861313868613,0.8193430656934314,0.2741795423725686,0.6130242183756334,22
ATF4,CEBPB,Activation,1.0,A,0.4680656934306549,2.2755474452554725,0.2755474452554756,1.6350364963503663,0.7531391964206289,1.7812292270188559,23
ATF4,CXCL8,Activation,1.0,A,0.4680656934306549,2.2755474452554725,0.1177007299270071,1.8914233576642348,0.9036846805229832,0.43389945038367245,24
ATF4,DDIT3,Activation,1.0,A,0.4680656934306549,2.2755474452554725,0.1231751824817517,0.4425182481751826,0.052915183175869344,0.4806276507294016,25
ATF4,DDIT4,Activation,1.0,A,0.4680656934306549,2.2755474452554725,0.1094890510948904,0.3339416058394163,-0.010838954219789575,0.3638071498650805,26
ATF4,MCL1,Activation,1.0,A,0.4680656934306549,2.2755474452554725,0.7344890510948984,5.172445255474436,2.8302382777901136,5.698610022669154,27
ATF4,TNFRSF10B,Activation,0.5,B,0.4680656934306549,2.2755474452554725,0.1733576642335771,0.7344890510948913,0.22435488037428045,0.9089694872319178,28
ATF6,ATP2A2,Activation,1.0,A,0.1186131386861312,0.3512773722627741,0.1560218978102192,0.3850364963503656,0.019162992789932526,0.7609968528037755,29
ATF6,DDIT3,Activation,1.0,A,0.1186131386861312,0.3512773722627741,0.1231751824817517,0.4425182481751826,0.052915183175869344,0.4806276507294016,30
ATF6,DNAJC3,Activation,1.0,A,0.1186131386861312,0.3512773722627741,0.1213503649635035,0.3759124087591243,0.013805502252481953,0.4650515839474919,31
ATF6,HSPA5,Activation,1.0,A,0.1186131386861312,0.3512773722627741,0.2937956204379571,1.1450729927007326,0.4654419545595467,1.9369898948379487,32
